form_number,document,field_name,field_type,required,context
Unknown,047_Central Air Conditioners.pdf,Rheem CLASSIC SERIES,Text Input,False,Rheem CLASSIC SERIES: SINGLE STAGE RA16
Unknown,047_Central Air Conditioners.pdf,Rheem PRESTIGE SERIES,Text Input,False,Rheem PRESTIGE SERIES: VARIABLE SPEED RA20
Unknown,047_Central Air Conditioners.pdf,Rheem SELECT SERIES,Text Input,False,Rheem SELECT SERIES: SINGLE STAGE WA16
Unknown,005_2025 Specifications manual (PDF).pdf,Rule of thumb,Text Input,False,Rule of thumb: half of the opening size = NFA
Unknown,047_Central Air Conditioners.pdf,Ruud ACHIEVER SERIES,Text Input,False,Ruud ACHIEVER SERIES: SINGLE STAGE RA16
Unknown,047_Central Air Conditioners.pdf,Ruud CHOICE SERIES,Text Input,False,Ruud CHOICE SERIES: SINGLE STAGE WA16
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,SI NO,Text Input,False,SI NO: Añada tapajuntas en
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,Table 1,Text Input,False,Table 1: No-Cost Income Guidelines – 2023 Oregon 60% State Median Income
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,Table 2,Text Input,False,Table 2: No -Cost HP Incentives
Unknown,009_No-Cost-Heat-Pump-Reference-Guide.pdf,Target Audience,Text Input,False,Target Audience: Pacific Power and Portland General Electric customers who :
Unknown,015_HES_FM_WindowsAddendum.pdf,Trade Ally/Contractor Representative Signature Date,Signature,False,"be subject to disciplinary policies and procedures. To receive incentives, all work must comply with the Home Retrofit Specifications Manual and program incentive guides found on Energy Trust’s we"
Unknown,015_HES_FM_WindowsAddendum.pdf,Trade Ally/Contractor Signature,Signature,False,"Non-Standard Shape Window Information Quantity Manufacturer Series/Model Shape Measurements U-value Trade Ally/Contractor Signature By signing below, Trade Ally/Contractor certifies that this a"
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,UN 1.0d,Text Input,False,"UN 1.0d: Un voladizo (o cobertura). Solo se requiere el área ""a"" para cumplir con la Sección UN."
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,UN—AISLAMIENTO EN EL SUBSUELO,Text Input,False,UN—AISLAMIENTO EN EL SUBSUELO: INSTALACIÓN ................................................... 41
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Ventanas y Puertas,Text Input,False,Ventanas y Puertas: ¨ Moldura de ventana ¨ Burletes ¨ Burletes de puertas
Unknown,007_2025 Quality Management Policy (PDF).pdf,Ventilation,Text Input,False,Ventilation: Sizing
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,Vigueta de banda,Text Input,False,Vigueta de banda: ¨ Entre pisos ¨ Penetraciones
Unknown,005_2025 Specifications manual (PDF).pdf,Where N is a correlation factor,Text Input,False,Where N is a correlation factor: N = C x H x S
Unknown,005_2025 Specifications manual (PDF).pdf,Windows and doors,Text Input,False,Windows and doors: ¨ Window trim ¨ Weatherstripping ¨ Door sweeps
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,al vapor (ejemplo,Text Input,False,al vapor (ejemplo: placa
Unknown,023_Weatherization-Accordion.pdf,and condensationReduce noiseFun fact,Text Input,False,and condensationReduce noiseFun fact: Our trade allies have installed 7.1 million square feet of
Unknown,004_Enhanced CPF Windows Summary (PDF).pdf,c.Proof of U-value,Text Input,False,c.Proof of U-value: Attach copies of the NFRC stickers for all windows installed OR the window
Unknown,004_Enhanced CPF Windows Summary (PDF).pdf,d.Proof of size,Text Input,False,d.Proof of size: Attach an itemized invoice showing window dimensions and U-Value from
Unknown,024_Weatherization-Accordion-Translation.pdf,el ruidoDato divertido,Text Input,False,el ruidoDato divertido: Nuestros aliados comerciales (trade allies) han instalado
Unknown,007_CPF-Onboarding-PPT.pdf,"form with customer signatures.7. Client Follow- UpCP assesses satisfaction,",Signature,False,"CP submits project paperwork to Energy Trust for approval and reimbursement of incentives. Example: CP submits 320CPF form with customer signatures.7. Client Follow- UpCP assesses satisfaction, prom"
Unknown,008_CPF_Onboarding_Checklist.pdf,hours ☐ Step 4,Text Input,False,hours ☐ Step 4: CPF Energy Upgrades Onboarding
Unknown,008_CPF_Onboarding_Checklist.pdf,"information, customer and organization signatures",Signature,False,"Onboarding ☐ 300 CPF: Customer Authorization - Required for each CPF project, collects home energy information, customer and organization signatures ☐ HEA Training Presentation (as needed)"
Unknown,006_Manual de Especificaciones 2025 (PDF).pdf,inverso de Valor-R,Text Input,False,inverso de Valor-R: (U = 1 / R).
Unknown,008_CPF_Onboarding_Checklist.pdf,minutes ☐ Step 1,Text Input,False,minutes ☐ Step 1: Initial Outreach Meeting
Unknown,002_Residential Ductless and Ducted Heat Pump Program Incentive guide.pdf,setting recommended by unit manufacturer when available. Indoor Configuration,Text Input,False,setting recommended by unit manufacturer when available. Indoor Configuration: Eligible
Unknown,005_2025 Specifications manual (PDF).pdf,setting. (Please note,Text Input,False,setting. (Please note: the operation mode is different from the fan speed.)
Unknown,007_CPF-Onboarding-PPT.pdf,signature may be omitted if a Home Energy Assessment was completed.,Signature,False,"•The Participating Organization OR the Contractor must also sign •If a Contractor is completing this form, the Participation Organization signature may be omitted if a Home Energy Assessment was comp"
Unknown,007_2025 Quality Management Policy (PDF).pdf,• Building Durability,Text Input,False,• Building Durability: Missing or improperly installed baffles on eave vents (attic insulation).
Unknown,029_CBO-Low-Cost-No-Cost-Biligual-Flyer_CLEAN.pdf,• En tiempo caluroso,Text Input,False,• En tiempo caluroso: Cierre las ventanas y cubiertas de
Unknown,029_CBO-Low-Cost-No-Cost-Biligual-Flyer_CLEAN.pdf,• En tiempo frío,Text Input,False,• En tiempo frío: Cubra los pisos con alfombras para añadir
Unknown,005_2025 Specifications manual (PDF).pdf,• Environmental Protection Agency (EPA),Text Input,False,• Environmental Protection Agency (EPA): https:/ /www.epa.gov/ guidance
Unknown,007_2025 Quality Management Policy (PDF).pdf,• Health and Safety,Text Input,False,• Health and Safety: Missing carbon monoxide monitor (when measure eligibility criteria apply).
Unknown,029_CBO-Low-Cost-No-Cost-Biligual-Flyer_CLEAN.pdf,• In cold weather,Text Input,False,• In cold weather: Cover bare floors with rugs to add comfort
Unknown,029_CBO-Low-Cost-No-Cost-Biligual-Flyer_CLEAN.pdf,• In hot weather,Text Input,False,• In hot weather: Close windows and window coverings
Unknown,005_2025 Specifications manual (PDF).pdf,• Oregon Department of Environmental Quality (DEQ),Text Input,False,• Oregon Department of Environmental Quality (DEQ): https:/ /www.oregon.gov/DEQ
Unknown,007_2025 Quality Management Policy (PDF).pdf,• See also,Text Input,False,• See also: Work Quality Verification
Unknown,007_CPF-Onboarding-PPT.pdf,•300 CPF,Text Input,False,•300 CPF: Customer Authorization Form and Home
Unknown,007_CPF-Onboarding-PPT.pdf,•300CPF,Text Input,False,•300CPF: Customer Authorization & Home Energy Assessment Form
Unknown,007_CPF-Onboarding-PPT.pdf,•320 CPF,Text Input,False,•320 CPF: CPF Project Details Form
Unknown,007_CPF-Onboarding-PPT.pdf,•320CPF,Text Input,False,•320CPF: CPF Project Details Form
Unknown,007_CPF-Onboarding-PPT.pdf,•Email Subject Line,Text Input,False,•Email Subject Line: Include CP name and site address
Unknown,007_CPF-Onboarding-PPT.pdf,•Note,Text Input,False,•Note: The ‘Funding Agency Job ID’ only needs to be completed by
Unknown,007_CPF-Onboarding-PPT.pdf,•“CPF Project,Text Input,False,•“CPF Project: ‘Participating Organization Name’: 100 SW
Unknown,008_CPF_Onboarding_Checklist.pdf,☐ 320 C PF,Text Input,False,☐ 320 C PF: Project Details Form
Unknown,008_CPF_Onboarding_Checklist.pdf,☐ PI 320,Text Input,False,☐ PI 320: CPF Program Information Sheet
